memory,type,is_cold,exec_time,connection_time,client_time,provider_time,mem_used
1024,cold,True,934813,1.096573,2155468,991390,
1024,cold,True,1032133,1.160799,2324694,1100936,
1024,cold,True,893072,1.024095,2024099,946414,
1024,cold,True,995985,1.277617,2410012,1062841,
1024,cold,True,921192,1.132438,2153232,965645,
1024,cold,True,906735,1.01897,2074438,984507,
1024,cold,True,887259,1.063461,2084587,944205,
1024,cold,True,1500208,1.230033,3962519,1546918,
1024,cold,True,856546,1.194895,3429348,900376,
1024,cold,True,837716,1.127819,2135487,913883,
1024,cold,True,914591,1.197583,3453151,971773,
1024,cold,True,893616,1.031134,2038077,954327,
1024,cold,True,917071,1.138119,2173855,974690,
1024,cold,True,903566,1.126682,3751485,955555,
1024,cold,True,782558,1.263546,3453899,831556,
1024,cold,True,780357,1.263225,2163439,824882,
1024,cold,True,894983,1.030057,2054823,954348,
1024,cold,True,1027809,1.206433,3898196,1079926,
1024,cold,True,858477,1.037675,2001871,923202,
1024,cold,True,925658,1.177769,2204083,977798,
1024,cold,True,1854313,1.123561,3115841,1925969,
1024,cold,True,1034004,1.129779,2289383,1112301,
1024,cold,True,879428,1.196273,2209370,936867,
1024,cold,True,1921071,1.068683,3119843,1965025,
1024,cold,True,872920,1.059683,2072931,938105,
1024,cold,True,963230,1.282758,2348529,1013042,
1024,cold,True,881641,1.180128,2196321,937242,
1024,cold,True,1065455,1.21605,2401358,1116335,
1024,warm,False,176362,1.08787,2073231,967674,
1024,warm,False,62745,1.175049,1289800,84214,
1024,warm,False,65141,1.04027,1169101,78013,
1024,warm,False,60636,1.287719,1399292,74768,
1024,warm,False,162527,1.282176,1487298,179049,
1024,warm,False,50964,1.245307,1344971,69211,
1024,warm,False,57659,1.208329,1294844,68310,
1024,warm,False,47418,1.254159,1380543,93004,
1024,warm,False,60143,1.044613,1167819,74115,
1024,warm,False,54021,1.191356,1276231,65950,
1024,warm,False,64672,1.262526,1400516,104049,
1024,warm,False,53179,1.276327,1417885,115766,
1024,warm,False,55253,1.288262,1401653,78971,
1024,warm,False,62738,1.297197,1449879,126381,
1024,warm,False,53106,1.222697,1304859,63911,
1024,warm,False,51692,1.252139,1327459,60111,
1024,warm,False,46320,1.157952,1242321,64367,
1024,warm,False,51896,1.290308,1446946,136336,
1024,warm,False,59487,1.254934,1396282,117065,
1024,warm,False,46859,1.207901,1347407,105332,
1024,warm,False,74663,1.295056,1399946,85814,
1024,warm,False,65975,1.025705,1144017,83718,
1024,warm,False,81786,1.154649,1263880,92657,
1024,warm,False,80820,1.199638,1310121,91615,
1024,warm,False,70196,1.118325,1253129,81916,
1024,warm,False,62542,1.365834,1472021,80510,
1024,warm,False,52464,1.333959,1487459,125028,
1024,warm,False,72322,1.138573,1265919,94769,
1024,warm,False,56206,1.169329,1256982,62349,
1024,warm,False,47444,1.385559,1543004,134334,
1024,warm,False,55181,1.236395,1347809,93138,
1024,warm,False,60201,1.213104,1325043,75807,
1024,warm,False,57537,1.237556,1367366,111222,
1024,warm,False,49655,1.32366,1427924,66585,
1024,warm,False,69678,1.32707,1438912,89307,
1024,warm,False,855820,1.253492,2204177,926250,
1024,warm,False,59242,1.264162,1357881,73386,
1024,warm,False,60159,1.352093,1521376,143249,
1024,warm,False,54108,1.311271,1393967,65279,
1024,warm,False,54690,1.330494,1453334,104239,
1024,warm,False,58155,1.196213,1292235,69095,
1024,warm,False,178837,1.321962,1628078,190008,
1024,warm,False,63703,1.326802,1470596,115356,
1024,warm,False,59654,1.12186,1229526,73173,
1024,warm,False,49561,1.123196,1221086,75800,
1024,warm,False,54722,1.174757,1263863,65835,
1024,warm,False,68887,1.388717,1598293,187669,
1024,warm,False,57433,1.257513,1358032,74014,
1024,warm,False,70686,1.246672,1352932,77962,
1024,warm,False,286674,1.299051,1677003,358157,
1024,warm,False,59193,1.262146,1422015,124005,
1024,warm,False,62137,1.158622,1266750,76280,
1024,warm,False,59466,1.204014,1311021,70469,
1024,warm,False,55977,1.117856,1234435,66164,
1024,warm,False,58550,1.234949,1334346,63544,
1024,warm,False,70288,1.235934,1334825,76646,
1024,warm,False,80763,1.179036,1296191,94123,
1024,warm,False,48364,1.25332,1335772,60998,
1024,warm,False,50438,1.248513,1384488,113519,
1024,warm,False,51716,1.261537,2385044,1100578,
1024,warm,False,71306,1.234175,1340069,79471,
1024,warm,False,56101,1.022153,1117609,69455,
1024,warm,False,53211,1.241482,1434143,159258,
1024,warm,False,44828,1.12086,1200394,55305,
1024,warm,False,57775,1.376797,1461784,69560,
1024,warm,False,47877,1.224752,1316659,69955,
1024,warm,False,53747,1.206243,1340125,106499,
1024,warm,False,42472,1.177426,1935505,719321,
1024,warm,False,160101,1.20935,1397886,172767,
1024,warm,False,58590,1.221472,1343866,100284,
1024,warm,False,157058,1.009186,1226850,173130,
1024,warm,False,52672,1.338881,1458892,93376,
1024,warm,False,158064,1.112198,1314483,168856,
1024,warm,False,162187,1.172528,1411096,207628,
1024,warm,False,54597,1.226788,1330128,69617,
1024,warm,False,65503,1.254503,1378009,95841,
1024,warm,False,52182,0.952429,1049389,64973,
1024,warm,False,50406,0.973143,1082446,61158,
1024,warm,False,43865,1.311868,1386752,52372,
1024,warm,False,61867,1.212082,1307173,69805,
1024,warm,False,59353,1.302254,1395627,66368,
1024,warm,False,154264,1.3177,1552619,204840,
1024,warm,False,59807,1.15741,1262634,85386,
1024,warm,False,44497,1.301622,1386758,62618,
1024,warm,False,59421,1.132927,1229664,68112,
1024,warm,False,70180,1.315119,1470040,131610,
1024,warm,False,73547,1.276779,1384214,86192,
1024,warm,False,43710,1.119898,1205196,55690,
1024,warm,False,68395,1.093889,1212797,80502,
1024,warm,False,1194482,1.09302,2317008,1201517,
1024,warm,False,60964,1.183574,1294451,71577,
1024,warm,False,156407,1.309127,1540461,206928,
1024,warm,False,56232,1.172997,1258281,67702,
1024,warm,False,165796,1.158499,1373971,176421,
1024,warm,False,66125,1.250477,1346680,72013,
1024,warm,False,74656,0.942645,1054451,85992,
1024,warm,False,55937,1.114983,1274905,132188,
1024,warm,False,58039,1.192493,1292823,72663,
1024,warm,False,60158,0.933425,1031850,73307,
1024,warm,False,57608,1.033801,1118672,66260,
1024,warm,False,62360,1.225755,1320678,79347,
1024,warm,False,57104,1.115154,1193417,62186,
1024,warm,False,46754,1.2426,1339973,60642,
1024,warm,False,52238,1.137835,1878594,716478,
1024,warm,False,60317,1.353824,1465934,80161,
1024,warm,False,53553,1.164461,1251788,60306,
1024,warm,False,61027,1.287349,1436342,128694,
1024,warm,False,170806,0.995002,1200560,183270,
1024,warm,False,51979,1.189812,1271274,64436,
1024,warm,False,88683,1.216585,1353255,102870,
1024,warm,False,1051913,1.102391,2211761,1067319,
1024,warm,False,58282,1.205194,1297457,63165,
1024,warm,False,52267,1.306431,1386231,60379,
1024,warm,False,56002,1.156842,1253503,65638,
1024,warm,False,75207,1.283808,1423246,111042,
1024,warm,False,159891,1.273271,1502712,210810,
1024,warm,False,49761,1.287146,2439487,1126289,
1024,warm,False,49136,1.302822,1420664,98202,
1024,warm,False,55125,1.141337,1248974,70508,
1024,warm,False,70449,1.08834,1188489,78620,
1024,warm,False,162452,1.147991,1375553,177751,
1024,warm,False,47939,1.26313,2258638,970303,
1024,warm,False,48585,1.064297,1156395,62716,
1024,warm,False,61599,1.184303,1276816,71051,
1024,warm,False,53108,1.329571,1470359,124471,
1024,warm,False,73963,1.237679,1344420,89040,
1024,warm,False,47780,1.291106,1416267,96940,
1024,warm,False,57393,1.175409,1280904,71343,
1024,warm,False,62711,1.197161,1296741,73240,
1024,warm,False,53433,1.184438,1281500,64025,
1024,warm,False,63670,1.237456,1380660,100944,
1024,warm,False,58964,1.226456,1366717,123613,
1024,warm,False,55495,1.355286,1458396,84241,
1024,warm,False,248868,1.212265,1516459,260564,
1024,warm,False,49476,1.307713,1395312,62320,
1024,warm,False,85805,1.251506,1364830,93402,
1024,warm,False,64290,1.216921,1537680,136240,
1024,warm,False,47606,1.34572,1575980,213116,
1024,warm,False,152754,1.160462,1375571,172723,
1024,warm,False,56187,0.985089,1089932,68702,
1024,warm,False,49517,1.339737,1431434,65088,
1024,warm,False,48735,1.086905,1173934,57023,
1024,warm,False,52566,1.391874,1546571,107845,
1024,warm,False,59251,1.308555,1405760,70075,
1024,warm,False,52361,1.251776,1463573,64587,
1024,warm,False,49005,1.278718,1373682,60777,
1024,warm,False,56804,1.269365,1475700,77386,
1024,warm,False,60324,1.200603,1311757,83259,
1024,warm,False,53052,1.275968,1417979,112964,
1024,warm,False,55628,1.275011,1372061,73161,
1024,warm,False,52098,1.33082,1476481,100184,
1024,warm,False,56473,1.00523,1100581,67622,
1024,warm,False,43081,1.259324,1344891,58602,
1024,warm,False,51577,1.148126,1232606,60902,
1024,warm,False,77121,1.158202,1281551,92975,
1024,warm,False,67962,1.204033,1303284,81291,
1024,warm,False,57232,1.166426,1274755,78224,
1024,warm,False,59590,1.252423,1350082,73500,
1024,warm,False,72575,1.150243,1265162,87331,
1024,warm,False,45010,1.193522,1273280,60323,
1024,warm,False,158556,1.316459,1512431,173576,
1024,warm,False,63403,1.218162,1536506,141619,
1024,warm,False,55444,1.091006,1189353,65807,
1024,warm,False,56752,1.303468,1392646,72375,
1024,warm,False,90782,1.209107,1337445,98932,
1024,warm,False,61822,1.167006,1263552,73861,
1024,warm,False,54493,1.299702,1396486,71385,
1024,warm,False,93940,1.269004,1399232,106542,
1024,warm,False,59804,1.222044,1318163,70428,
1024,warm,False,57437,1.093725,1189499,72453,
1024,warm,False,46337,1.317336,1402580,66504,
1024,warm,False,49953,1.338872,1474048,110487,
1024,warm,False,49942,1.006018,1088367,61033,
1024,warm,False,63735,1.266339,1374054,74747,
1024,warm,False,59372,0.932483,1031828,71693,
1024,warm,False,48512,1.289705,1380957,56473,
1024,warm,False,60256,1.012085,1111433,77243,
1024,warm,False,62316,1.277785,1375944,73827,
1024,warm,False,151038,1.329107,1555940,203200,
1024,warm,False,64901,1.221571,1315011,76669,
1024,warm,False,47751,1.195541,1329307,111158,
1024,warm,False,835982,1.241919,2249944,856210,
1024,warm,False,57271,1.229036,1316720,63669,
1024,warm,False,155515,1.201535,1379696,163798,
1024,warm,False,840808,0.991257,1890471,852713,
1024,warm,False,840064,0.942442,1823799,850749,
1024,warm,False,59188,1.114007,1207964,71298,
1024,warm,False,53905,1.158029,1245814,63747,
1024,warm,False,53333,1.03634,1126802,59015,
1024,warm,False,157880,1.155385,1356736,169455,
1024,warm,False,56421,1.362864,1449388,63762,
1024,warm,False,50798,1.176711,1258274,62753,
1024,warm,False,47546,1.265758,1347957,56097,
1024,warm,False,68768,1.228984,1344097,87121,
1024,warm,False,51684,1.272117,1414616,120237,
1024,warm,False,92621,1.265445,1403906,104923,
1024,warm,False,66128,1.288978,1387173,78832,
1024,warm,False,56344,0.984889,1072746,69038,
1024,warm,False,60161,1.158562,1247443,71377,
1024,warm,False,69789,1.234368,1346454,89036,
1024,warm,False,49806,0.829485,942792,63244,
1024,warm,False,50524,1.358805,1449956,68073,
1024,warm,False,50891,1.136439,1217649,60860,
1024,warm,False,93439,1.075182,1228314,111104,
1024,warm,False,56780,1.274439,1371111,66904,
1024,warm,False,48524,1.216206,1347644,94787,
1024,warm,False,64603,0.898104,1023474,77696,
1024,warm,False,171948,1.24558,1729941,306406,
1024,warm,False,58669,1.270716,1366609,75219,
128,cold,True,792440,1.116519,2059376,883269,
128,cold,True,942151,1.105101,2194103,1012352,
128,cold,True,944575,1.131392,3370182,994861,
128,cold,True,2129569,1.154533,3414687,2206253,
128,cold,True,1145307,1.193622,2429783,1188367,
128,cold,True,935606,1.354005,2444646,1037131,
128,cold,True,1077711,1.193875,2344868,1126246,
128,cold,True,994474,1.021783,2119971,1042097,
128,cold,True,1072185,1.169545,2341297,1125789,
128,cold,True,1176638,1.373746,4334860,1248498,
128,cold,True,876073,1.353082,2317151,911885,
128,cold,True,1296744,1.107731,2534044,1370761,
128,cold,True,1090410,1.063356,2299237,1153663,
128,cold,True,1913919,1.283449,3294456,1967957,
128,cold,True,804685,1.172397,2084577,853092,
128,cold,True,1192298,0.979543,2318246,1256869,
128,cold,True,829746,1.201173,2137061,879858,
128,cold,True,919063,1.153909,3399434,952959,
128,cold,True,952329,1.18615,3509976,1006594,
128,cold,True,1105608,1.225324,4383241,1163547,
128,cold,True,770929,0.930037,1826407,818692,
128,cold,True,2188126,1.145161,3473255,2255341,
128,cold,True,829771,1.152823,3437248,887049,
128,cold,True,1115783,1.292621,4053535,1161375,
128,cold,True,784309,1.119772,1996455,823454,
128,cold,True,1071192,1.147792,2350621,1157220,
128,cold,True,1038929,1.226725,2386613,1101941,
128,cold,True,1058638,1.272086,2476347,1127121,
128,cold,True,999985,1.254254,3705396,1059951,
128,cold,True,961070,1.143926,2236560,1007277,
128,cold,True,1622774,1.127842,2844069,1661467,
128,cold,True,838028,1.073603,3239898,885912,
128,cold,True,1684700,1.011523,2793392,1732551,
128,cold,True,883158,1.339208,2337971,943393,
128,cold,True,926854,1.11752,3368535,974218,
128,cold,True,971118,0.987274,2072768,1016332,
128,cold,True,925243,1.223312,2260361,994083,
128,cold,True,822111,0.92366,1886119,870948,
128,cold,True,1588333,1.149633,2816004,1624588,
128,cold,True,694965,1.369275,3153837,733921,
128,cold,True,736576,1.230784,3160306,781576,
128,cold,True,865099,1.049454,2044233,919897,
128,cold,True,1347164,1.107325,2620589,1425326,
128,cold,True,885264,1.051124,2030429,933450,
128,cold,True,917087,1.040217,2102378,987712,
128,cold,True,1245437,1.193202,2534190,1287639,
128,cold,True,765913,1.440662,3612180,802584,
128,cold,True,1010687,1.397212,4121148,1072179,
128,cold,True,1376593,1.169266,2677465,1452295,
128,cold,True,1499588,0.975919,2573836,1536500,
128,cold,True,872753,1.177871,2158637,931153,
128,cold,True,912733,1.075272,2099629,962398,
128,cold,True,1600575,1.221486,4072838,1645901,
128,cold,True,1022345,1.002197,2151455,1085763,
128,cold,True,832125,1.181113,3393457,879932,
128,cold,True,899312,1.057106,2060417,959844,
128,cold,True,1014189,1.187715,3877329,1060310,
128,cold,True,1171749,1.097952,2395798,1232629,
128,cold,True,1701281,1.134322,2915070,1746914,
128,cold,True,902407,1.115195,3335656,942362,
128,cold,True,921288,0.983067,2013931,968842,
128,cold,True,996934,1.231635,3399315,1048402,
128,cold,True,791975,1.155174,2064013,845363,
128,cold,True,1727460,0.964556,4405875,1778671,
128,cold,True,898320,1.238584,2203588,937369,
128,cold,True,1038243,1.096141,2303774,1116577,
128,cold,True,1700225,0.896543,2701953,1742809,
128,cold,True,1389086,1.089807,2621711,1455070,
128,cold,True,1190774,1.064427,2400013,1259574,
128,cold,True,907286,1.301516,3473748,952785,
128,cold,True,852511,1.229361,2190470,908818,
128,cold,True,748755,1.015671,1890460,796173,
128,cold,True,962172,1.077465,2161255,1009906,
128,cold,True,1078170,1.18739,3437116,1115477,
128,cold,True,990415,1.204422,2300615,1042393,
128,cold,True,727067,0.994308,1842145,783316,
128,cold,True,765268,1.249321,2121719,814101,
128,cold,True,1392318,1.110127,2631771,1461645,
128,cold,True,1011806,1.256923,2371329,1058822,
128,cold,True,894241,1.128254,3048081,937207,
128,cold,True,1656949,1.086214,4281839,1704177,
128,cold,True,858045,1.070682,2056105,907852,
128,cold,True,950796,1.147824,2182260,1003144,
128,cold,True,1191230,1.09531,2384570,1259072,
128,cold,True,1995752,1.091839,3190357,2064183,
128,cold,True,982668,1.142176,2262052,1039613,
128,cold,True,1159545,1.201822,2473540,1230350,
128,cold,True,951408,1.228953,3672597,1002478,
128,cold,True,1145143,1.178994,3682445,1189612,
128,cold,True,1138014,1.319986,2537118,1179002,
128,cold,True,1802736,1.186387,3075757,1848679,
128,cold,True,1058488,1.313877,2451284,1108505,
128,cold,True,836355,1.212911,3534927,881446,
128,cold,True,1036846,1.301509,4079936,1087089,
128,cold,True,959227,1.063309,2125575,1010879,
128,cold,True,769276,1.125104,3069735,817310,
128,cold,True,1060939,1.172004,2362542,1144493,
128,cold,True,981832,1.182121,3900811,1020233,
128,cold,True,905332,1.1891,2175571,959348,
128,cold,True,1072362,1.014185,2202592,1128783,
128,cold,True,1083869,1.415586,2598619,1126170,
128,cold,True,935213,1.287437,2365421,1023742,
128,cold,True,1710548,1.261835,4393883,1750595,
128,cold,True,921982,1.208278,3949885,967072,
128,cold,True,1952405,1.078847,3168338,2032754,
128,cold,True,1003697,0.807424,1939226,1062488,
128,cold,True,806371,1.221834,3351946,843523,
128,cold,True,956656,1.103898,2182698,1020839,
128,cold,True,1446339,1.046024,4603127,1498399,
128,cold,True,997364,1.010769,2139584,1057673,
128,cold,True,1008362,1.026051,2149199,1057376,
128,cold,True,971223,1.251296,2337624,1033655,
128,cold,True,911926,0.886513,1954176,995791,
128,cold,True,1324294,1.204884,2647549,1398591,
128,cold,True,849988,1.138867,2066021,897322,
128,cold,True,1024474,1.023231,2174598,1076045,
128,cold,True,1088977,0.969688,2180877,1132705,
128,cold,True,906411,1.128024,2153512,951601,
128,cold,True,993297,1.037078,2149229,1044856,
128,cold,True,976581,1.130306,2217563,1019421,
128,cold,True,1024788,1.195966,3972595,1066032,
128,cold,True,1142022,1.157437,2411653,1196903,
128,cold,True,1242373,1.216399,2593730,1313406,
128,cold,True,767395,1.123485,1991769,809204,
128,cold,True,1243883,1.079979,2459597,1291410,
128,cold,True,1015563,1.445714,2580845,1080825,
128,cold,True,1116158,1.173117,2396928,1170657,
128,cold,True,1402621,1.179792,2721297,1497049,
128,cold,True,2078132,1.053041,3236096,2127250,
128,cold,True,929455,1.011872,2071121,987372,
128,cold,True,944758,1.125762,2201204,1001698,
128,cold,True,1064607,1.306077,3903045,1108302,
128,cold,True,1950438,1.057626,3107857,2002881,
128,cold,True,1958183,1.282653,3369331,2034569,
128,cold,True,1023019,1.079744,2198619,1084046,
128,cold,True,894769,1.171345,2197686,962590,
128,cold,True,986976,1.268236,2367663,1048745,
128,cold,True,997930,1.374729,4246364,1057868,
128,cold,True,1295656,1.332419,2827337,1379037,
128,cold,True,1089294,1.191262,2401543,1146972,
128,cold,True,1463289,1.432397,2965255,1496910,
128,cold,True,1636941,1.298288,3048871,1687579,
128,cold,True,1022376,0.937866,2073590,1075796,
128,cold,True,1066966,1.188542,2347297,1120092,
128,cold,True,1014789,1.152856,3702548,1070670,
128,cold,True,903670,1.167238,2140000,937833,
128,cold,True,1500388,1.247579,3970091,1541966,
128,cold,True,633845,1.31363,2047741,672019,
128,cold,True,781333,1.194956,2079558,832464,
128,cold,True,948620,0.990275,2051059,1008787,
128,cold,True,1731096,0.851701,2723185,1826343,
128,cold,True,973947,1.204962,2317719,1038449,
128,cold,True,1859605,1.281201,4945440,1915810,
128,cold,True,846837,1.264552,3391198,897901,
128,cold,True,786529,1.101405,1981401,830579,
128,cold,True,739729,1.024534,1868204,783025,
128,cold,True,2051592,1.065488,5007594,2105867,
128,cold,True,911565,1.319952,3576488,960731,
128,cold,True,932218,1.431127,3923686,980346,
128,cold,True,1016238,1.190563,3871147,1067200,
128,cold,True,879927,1.28752,3495577,933263,
128,cold,True,5683943,1.184886,6969739,5739903,
128,cold,True,766168,1.05977,1942310,826385,
128,cold,True,821566,1.353194,2294098,875844,
128,cold,True,1002712,1.187988,2337121,1077562,
128,cold,True,834100,1.252191,3342738,869158,
128,cold,True,1216629,1.238613,2568627,1259678,
128,cold,True,908885,1.19286,3878599,961146,
128,cold,True,1281152,0.98918,2364729,1336427,
128,cold,True,993946,1.351883,3523661,1029094,
128,cold,True,1211434,1.157349,2484702,1269856,
128,cold,True,1122933,1.167697,2391059,1185966,
128,cold,True,745658,1.164992,2013080,794992,
128,cold,True,1034483,1.025898,2161402,1091931,
128,cold,True,1158225,1.118777,2389246,1200970,
128,cold,True,1798556,1.011364,2931388,1879069,
128,cold,True,983563,1.15286,2251749,1040514,
128,cold,True,772063,1.209705,3242097,813070,
128,cold,True,1014061,1.313643,2421601,1059614,
128,cold,True,1016367,1.305641,2440670,1074498,
128,cold,True,1033041,1.265472,2455376,1116619,
128,cold,True,1123472,1.365396,4469140,1176816,
128,cold,True,998474,1.276296,2387167,1046988,
128,cold,True,749449,1.217305,2043346,790472,
128,cold,True,859736,1.323033,3591107,904735,
128,cold,True,1227298,1.298038,2632061,1275119,
128,cold,True,692928,1.218221,2005833,742176,
128,cold,True,1431195,1.075578,2602243,1491285,
128,cold,True,877421,0.921794,1904934,919752,
128,cold,True,844307,1.182982,3332360,884217,
128,cold,True,830071,1.032093,1993525,883388,
128,cold,True,1097564,1.304496,2530675,1156001,
128,cold,True,1091399,1.161448,4383669,1154598,
128,cold,True,886948,1.10954,2096909,935048,
128,cold,True,1941671,1.438346,5119595,1996407,
128,cold,True,1591156,1.063775,3749336,1623398,
128,cold,True,857408,1.081239,2051167,913508,
128,cold,True,1016475,1.066463,2222849,1079459,
128,cold,True,1240965,1.18472,2516641,1294311,
128,cold,True,2135241,1.134932,3408899,2208677,
128,warm,False,49304,1.35122,1445161,64744,
128,warm,False,73612,1.411701,1530944,95606,
128,warm,False,43041,1.472166,1546999,53368,
128,warm,False,49621,1.473354,1559280,63329,
128,warm,False,61667,1.430842,1538035,74190,
128,warm,False,49383,1.271672,1360755,62816,
128,warm,False,51187,1.59311,1946535,60916,
128,warm,False,49410,1.414585,1565382,101187,
128,warm,False,43926,1.517191,1593320,53486,
128,warm,False,52322,1.358101,1457738,71348,
128,warm,False,46686,1.295912,1375516,55023,
128,warm,False,44642,1.524285,1613089,57115,
128,warm,False,64176,1.179861,1283968,69049,
128,warm,False,50971,1.278993,1378333,60048,
128,warm,False,42532,1.451701,1544044,62250,
128,warm,False,49190,1.30996,1410498,60100,
128,warm,False,62502,1.228964,1325702,73592,
128,warm,False,49772,1.414392,1533521,94861,
128,warm,False,45746,1.3534,1431434,53412,
128,warm,False,53164,1.288139,1400583,60833,
128,warm,False,56733,1.530207,1720228,143349,
128,warm,False,58767,1.297977,1406643,77471,
128,warm,False,58481,1.195411,1284980,72366,
128,warm,False,50131,1.396602,1477262,64056,
128,warm,False,47194,1.273658,1362722,66362,
128,warm,False,48285,1.2922,1372197,56388,
128,warm,False,118756,1.287065,1464376,134010,
128,warm,False,64874,1.414306,1525960,86262,
128,warm,False,47386,1.244534,1328557,53988,
128,warm,False,59489,1.445922,1563273,81544,
128,warm,False,50972,1.3866,1476591,58890,
128,warm,False,63910,1.019975,1127222,77511,
128,warm,False,53723,1.42875,1529732,71270,
128,warm,False,61053,1.427498,1520329,74209,
128,warm,False,49386,1.528756,1671430,113995,
128,warm,False,54375,1.452147,1545124,63087,
128,warm,False,62150,1.176514,1282849,71071,
128,warm,False,53791,1.453798,1549073,65566,
128,warm,False,50892,1.218434,1314961,67606,
128,warm,False,53298,1.232899,1311302,59056,
128,warm,False,47981,1.462086,1635851,141559,
128,warm,False,57964,1.014776,1121584,67605,
128,warm,False,48135,1.364468,1468397,62366,
128,warm,False,39778,1.443926,1526250,58544,
128,warm,False,46595,1.30454,1395133,61897,
128,warm,False,242447,1.313395,1586445,251673,
128,warm,False,55667,1.479046,1631163,129749,
128,warm,False,54435,1.377594,1470156,65638,
128,warm,False,51905,1.516488,1762678,210712,
128,warm,False,45662,1.371373,1514023,107511,
128,warm,False,46591,1.442264,1526029,63450,
128,warm,False,53962,1.413742,1507300,69510,
128,warm,False,60035,1.516585,1616359,69419,
128,warm,False,62272,1.559379,2237019,357768,
128,warm,False,70477,1.320366,1423865,79566,
128,warm,False,43502,1.488763,1647753,128011,
128,warm,False,57104,1.279323,1371649,69609,
128,warm,False,49541,1.026848,1109823,62956,
128,warm,False,47904,1.220175,1326697,66905,
128,warm,False,63792,1.329222,1424902,75801,
128,warm,False,79608,1.122412,1247596,91100,
128,warm,False,47969,1.298272,1389245,61715,
128,warm,False,71608,1.46943,1652737,148559,
128,warm,False,58486,1.45803,1551215,65469,
128,warm,False,44776,1.454359,1579432,95075,
128,warm,False,56395,1.445497,1549229,62344,
128,warm,False,154247,1.527186,1730057,180028,
128,warm,False,42582,1.382659,1453895,51075,
128,warm,False,40003,1.309128,1381691,51034,
128,warm,False,266528,1.597068,2164996,278712,
128,warm,False,53495,1.600265,1999389,116644,
128,warm,False,48832,1.287579,1365320,58077,
128,warm,False,51309,1.10454,1198509,63991,
128,warm,False,63117,1.423369,1509899,68394,
128,warm,False,57241,1.361161,1452242,65893,
128,warm,False,51629,1.194244,1302840,64348,
128,warm,False,157060,1.448658,1732826,247295,
128,warm,False,43886,1.366571,1449669,55480,
128,warm,False,54277,1.574675,1941090,60913,
128,warm,False,58121,1.37417,1469178,74220,
128,warm,False,61928,1.238777,1357877,77942,
128,warm,False,53311,1.370951,1453464,63807,
128,warm,False,53016,1.354957,1438514,59671,
128,warm,False,46016,1.493717,1573282,54651,
128,warm,False,52703,1.540257,1628206,64828,
128,warm,False,64221,1.370075,1473195,70504,
128,warm,False,43173,1.262905,1402941,120852,
128,warm,False,44490,1.402334,1472412,55238,
128,warm,False,53383,1.425017,1515587,63961,
128,warm,False,60665,1.18306,1277942,70935,
128,warm,False,51383,1.248723,1345459,57577,
128,warm,False,53479,1.394067,1478316,59918,
128,warm,False,64756,1.217629,1309021,71900,
128,warm,False,65013,1.226289,1338426,84925,
128,warm,False,52072,1.196149,1286326,70864,
128,warm,False,43653,1.26321,1339829,52113,
128,warm,False,62292,1.426153,1567425,112259,
128,warm,False,54833,1.413075,1506865,68198,
128,warm,False,55317,1.348274,1470821,77143,
128,warm,False,60247,1.512324,1612087,72685,
128,warm,False,49375,1.145143,1247520,64360,
128,warm,False,53924,1.546206,1643983,67934,
128,warm,False,48073,1.17787,1264403,54502,
128,warm,False,53523,1.463684,1553198,65753,
128,warm,False,46480,1.369709,1450954,59141,
128,warm,False,54851,1.378681,1618231,204537,
128,warm,False,42465,1.160217,1250158,53215,
128,warm,False,62113,1.416926,1525529,79536,
128,warm,False,41656,1.349071,1421025,51370,
128,warm,False,48904,1.311488,1387836,57624,
128,warm,False,59473,1.336947,1430938,67848,
128,warm,False,51945,1.238836,1330995,58280,
128,warm,False,50594,1.39211,1485616,67481,
128,warm,False,155577,1.43638,1621239,162899,
128,warm,False,45662,1.374464,1461458,62381,
128,warm,False,47468,1.558119,1682580,99883,
128,warm,False,165745,1.405526,1610526,178472,
128,warm,False,50091,1.254686,1396317,105914,
128,warm,False,54892,1.431662,1574547,112101,
128,warm,False,43107,1.432409,1522849,52385,
128,warm,False,58904,1.537416,1640983,68903,
128,warm,False,54796,1.511237,1602024,63546,
128,warm,False,47847,1.445724,1535420,55723,
128,warm,False,57083,1.450377,1590453,112456,
128,warm,False,82517,1.493199,1620305,91705,
128,warm,False,48953,1.515179,1638926,92059,
128,warm,False,43621,1.355536,1443656,49742,
128,warm,False,50010,1.397336,1491268,69637,
128,warm,False,60045,1.00221,1111236,65286,
128,warm,False,45692,1.452711,1546622,57649,
128,warm,False,46213,1.355713,1428426,52106,
128,warm,False,53315,1.370153,1493077,68973,
128,warm,False,57262,1.358394,1445328,65261,
128,warm,False,53402,1.376504,1464994,62511,
128,warm,False,47510,1.127307,1217073,58959,
128,warm,False,59815,1.246511,1348132,70954,
128,warm,False,52545,1.538758,1635120,62105,
128,warm,False,47660,1.456032,1563384,87184,
128,warm,False,56566,1.463664,1563102,67632,
128,warm,False,43259,1.415551,1513177,58675,
128,warm,False,115538,1.081311,1225690,126060,
128,warm,False,49325,1.468526,1599797,106815,
128,warm,False,48868,1.158063,1238590,60084,
128,warm,False,161028,1.369918,1572466,173659,
128,warm,False,48330,1.382412,1466822,59306,
128,warm,False,68852,1.341758,1445157,78602,
128,warm,False,61672,1.361548,1474833,79262,
128,warm,False,52269,1.329936,1416352,62618,
