memory,type,is_cold,exec_time,connection_time,client_time,provider_time,mem_used
256,warm,False,53119,1.33098,1468613,115708,
256,warm,False,53149,0.928562,1043922,61518,
256,warm,False,67577,1.477691,1579182,77475,
256,warm,False,45130,1.236566,1315132,54660,
256,warm,False,47424,1.151988,1254148,59309,
256,warm,False,52319,1.157777,1238604,61970,
256,warm,False,46210,1.369152,1467106,78258,
256,warm,False,49254,1.272767,1354631,59627,
256,warm,False,51749,1.20413,1298871,59098,
256,warm,False,59385,1.098499,1195121,73200,
256,warm,False,96619,1.027199,1179123,107467,
256,warm,False,44074,1.148406,1216700,49267,
256,warm,False,180879,1.135749,1346570,187233,
256,warm,False,47846,1.267415,1351652,66458,
256,warm,False,52750,1.16556,1245767,63179,
256,cold,True,1024993,0.933108,2111911,1105867,
256,cold,True,813893,1.132456,3806073,858185,
256,cold,True,989454,1.009658,2121748,1047419,
256,cold,True,913141,1.193266,3564144,967181,
256,cold,True,1023389,1.010785,2160457,1074165,
256,cold,True,910619,1.285388,3383084,960471,
256,cold,True,776714,1.080436,1960950,824323,
256,cold,True,962118,1.311003,2362344,1012815,
256,cold,True,960819,1.132518,3609032,1003866,
256,cold,True,1048495,0.955419,2135798,1113845,
256,cold,True,1010002,1.093362,2208765,1051721,
256,cold,True,984077,1.104253,2192353,1048985,
256,cold,True,981686,0.843438,1987345,1056146,
256,cold,True,782066,1.312288,2181458,823549,
256,cold,True,883402,0.937872,1913774,944615,
256,cold,True,937713,1.206897,2240894,975207,
256,cold,True,880672,1.045604,3330223,916919,
256,cold,True,896404,0.954395,2068545,992607,
256,cold,True,938296,1.321001,3754932,993637,
256,cold,True,1087406,0.945514,2123742,1126863,
256,cold,True,817698,1.307394,3437728,869453,
256,cold,True,878545,1.286763,2288953,931934,
256,cold,True,927343,1.101214,2150409,986546,
256,cold,True,916780,1.051749,2094238,963763,
256,cold,True,858336,1.246365,2180527,894805,
256,cold,True,887240,1.286094,3615635,930501,
256,cold,True,957369,1.298556,2353256,1002108,
256,cold,True,1297310,1.1541,2592282,1371880,
256,cold,True,935362,1.178168,2226692,990269,
256,cold,True,782990,1.130403,2051955,849240,
256,cold,True,1621711,1.204282,4044068,1671080,
256,cold,True,1891329,1.254049,3251736,1938372,
256,cold,True,1153134,1.246182,2514019,1207151,
256,cold,True,1040829,1.036783,2201303,1095303,
256,cold,True,1094025,1.149749,3929619,1142623,
256,cold,True,1175477,0.999112,2328987,1260003,
256,cold,True,1097285,1.171667,2375892,1147618,
256,cold,True,769152,1.296425,3096785,809657,
256,cold,True,1763842,1.10075,2982510,1823255,
256,cold,True,860901,1.189708,3285553,901661,
256,cold,True,789598,1.015553,1926641,850619,
256,cold,True,735328,1.005139,1844944,784841,
256,cold,True,1010891,1.037488,2327281,1197558,
256,cold,True,967962,1.040441,2141181,1032245,
256,cold,True,813264,1.217927,3335079,866384,
256,cold,True,773897,1.189405,3444196,811469,
256,cold,True,1483344,1.270057,2835448,1523475,
256,cold,True,742643,1.17628,3182442,783671,
256,cold,True,1509976,1.129417,2795812,1604242,
256,cold,True,1155214,0.919731,2176725,1208082,
256,cold,True,898322,1.160353,2157838,963187,
256,cold,True,1064371,0.97643,2174988,1124399,
256,cold,True,886205,1.095436,3351275,937139,
256,cold,True,1268102,1.023757,2468872,1358638,
256,cold,True,883724,1.325538,3462517,924084,
256,cold,True,896372,1.369756,2384295,941484,
256,cold,True,685333,1.181984,2905297,743697,
256,cold,True,1118868,1.21602,2445459,1165876,
256,cold,True,795450,0.922677,1808687,849662,
256,cold,True,799247,1.14909,2044234,839178,
256,cold,True,880189,1.013432,2004670,921232,
256,cold,True,824034,1.098177,2002016,862538,
256,cold,True,1157883,1.103749,2430638,1221893,
256,cold,True,768168,0.912014,1798281,814960,
256,cold,True,740428,1.069876,3065861,782312,
256,cold,True,817506,1.219888,2153188,873719,
256,cold,True,838109,1.215231,3568975,887588,
256,cold,True,902350,1.322079,3480853,939674,
256,cold,True,1716865,1.001058,2834845,1754064,
256,cold,True,789186,1.242457,3302853,838561,
256,cold,True,1015668,1.019563,2145685,1077618,
256,cold,True,908217,1.173629,2204271,977591,
256,cold,True,1118458,1.15987,3961195,1159355,
256,cold,True,902571,0.901213,1908122,945630,
256,cold,True,925500,1.141537,2153384,980676,
256,cold,True,1932681,1.07927,4678855,1977652,
256,cold,True,1170987,0.947409,2221870,1245616,
256,cold,True,916724,1.17277,3423471,958798,
256,cold,True,1053723,1.160521,2305824,1102619,
256,cold,True,1220663,1.211977,4281340,1290177,
256,cold,True,954255,1.128699,2208673,1014802,
256,cold,True,1504912,1.249873,4672001,1558052,
256,cold,True,967690,1.022836,2120011,1015176,
256,cold,True,885674,1.218597,3422636,938911,
256,cold,True,1406039,0.983733,2561766,1487764,
256,cold,True,1780409,1.109621,3006675,1826720,
256,cold,True,905806,1.116552,2149834,953776,
256,cold,True,872456,0.997269,2016921,949674,
256,cold,True,761690,1.09724,1933579,807820,
256,cold,True,806327,1.171058,3399270,878043,
256,cold,True,814616,1.122195,3205784,857138,
256,cold,True,1059973,1.253654,2431109,1126831,
256,cold,True,875464,1.281849,2259293,927362,
256,cold,True,1139495,1.259565,2498441,1191863,
256,cold,True,1066675,1.274038,3637318,1105899,
256,cold,True,970999,1.269973,3529979,1012815,
256,cold,True,837232,0.959218,1895568,889212,
256,cold,True,921478,1.069104,2071648,973418,
256,cold,True,828252,1.202955,2180083,889112,
256,cold,True,1128407,1.131044,2366493,1175898,
256,cold,True,779573,1.336435,3462305,814154,
256,cold,True,942798,1.086782,2182002,1025969,
256,cold,True,855670,1.04462,3340308,902627,
256,cold,True,1066679,0.99107,2157096,1125278,
256,cold,True,939841,1.127114,2189712,998763,
256,cold,True,1612148,1.183197,4290691,1656773,
256,cold,True,807021,1.37328,3471027,862502,
256,cold,True,931044,1.180225,2203070,988147,
256,cold,True,754325,1.183003,3242576,799025,
256,cold,True,1166839,1.178896,2438059,1225762,
256,cold,True,1171783,1.054646,2381067,1270703,
256,cold,True,1061934,0.939564,2120579,1103479,
256,cold,True,969459,1.107934,2183641,1023029,
256,cold,True,881353,1.119371,2107881,940567,
256,cold,True,1115043,1.277537,2509000,1188973,
256,cold,True,1064520,1.203275,2333559,1110991,
256,cold,True,784801,1.17335,2056730,829313,
256,cold,True,926149,1.246724,2265229,971022,
256,cold,True,964674,1.228811,4008126,1025109,
256,cold,True,1546738,1.111857,4073270,1584313,
256,cold,True,784060,1.204663,3142203,823651,
256,cold,True,1276937,1.30596,2731041,1363157,
256,cold,True,809408,1.286373,2210593,867403,
256,cold,True,1024739,1.325869,3999593,1070352,
256,cold,True,960980,1.108852,2216042,1017682,
256,cold,True,1266515,1.115133,2506330,1342955,
256,cold,True,853959,1.181615,2110770,886215,
256,cold,True,930891,1.208453,3356481,968720,
256,cold,True,1108845,1.080733,2291531,1161465,
256,cold,True,956582,1.08984,2156065,1029379,
256,cold,True,865144,1.016815,1972189,916153,
256,cold,True,839414,1.10831,3274987,879216,
256,cold,True,963237,1.04376,2100976,1014553,
256,cold,True,889796,1.066513,2068827,943065,
256,cold,True,917005,1.214273,2262268,974149,
256,cold,True,1122444,1.140389,2379277,1176030,
256,cold,True,955758,1.116233,2167251,1013806,
256,cold,True,903364,1.022328,2008940,947587,
256,cold,True,874505,1.181054,2183999,938794,
256,cold,True,865755,1.284257,2230826,916389,
256,cold,True,1790262,1.44215,4553716,1829288,
256,cold,True,792136,1.137641,2032199,832196,
256,cold,True,808114,1.225169,2111227,847748,
256,cold,True,1045129,1.218666,3611785,1081646,
256,cold,True,1662269,1.198217,4071853,1710420,
256,cold,True,908393,1.144402,2229041,969149,
256,cold,True,1147937,1.208633,2480586,1199549,
256,cold,True,1404019,1.099429,2668321,1501498,
256,cold,True,1435269,1.082951,2662111,1506722,
256,cold,True,895101,1.002488,2010195,945922,
256,cold,True,729556,1.11619,1936882,767386,
256,cold,True,936576,1.171672,2251975,1002052,
256,cold,True,739218,1.294663,3141773,771927,
256,cold,True,1217147,0.952502,2272093,1258918,
256,cold,True,821298,1.199274,3170913,874888,
256,cold,True,881047,1.291581,2289601,934072,
256,cold,True,1834274,1.071669,3021141,1873655,
256,cold,True,926859,1.187572,3367057,962000,
256,cold,True,1044660,1.147394,2295285,1102922,
256,cold,True,955283,1.204278,2231286,993182,
256,cold,True,930720,1.13877,3495725,987920,
256,cold,True,838993,1.102494,2066474,887463,
256,cold,True,947474,0.919137,2005646,990815,
256,cold,True,869293,1.012774,1968521,913108,
256,cold,True,1858085,1.261138,3242299,1908031,
256,cold,True,849644,1.208108,2173839,915841,
256,cold,True,1084148,1.177011,2370238,1137701,
256,cold,True,884008,1.353174,3689289,931446,
256,cold,True,767143,1.124885,2317036,843702,
256,cold,True,862907,0.996465,1972466,909770,
256,cold,True,1046135,0.953132,2114880,1098330,
256,cold,True,880376,1.202007,2182940,934137,
256,cold,True,1074379,1.309849,2471065,1124202,
256,cold,True,1062974,1.234774,2436535,1122065,
256,cold,True,662861,1.210449,1958205,694230,
256,cold,True,958847,1.072753,2177472,1034500,
256,cold,True,1516795,1.025587,2683957,1595984,
256,cold,True,1739054,1.142704,2978151,1804318,
256,cold,True,1127891,1.237446,4654244,1186374,
256,cold,True,1129350,1.428931,2688810,1179976,
256,cold,True,676560,1.194552,2888707,724124,
256,cold,True,947251,1.29491,2336062,985165,
256,cold,True,1064262,1.027541,2197426,1108188,
256,cold,True,695943,1.122458,3108372,734081,
256,cold,True,1092696,1.266152,2479478,1155137,
256,cold,True,1389340,1.123709,2651648,1448672,
256,cold,True,944503,1.325032,2413911,1010984,
256,cold,True,1703826,1.094193,4212642,1775187,
256,cold,True,1154230,1.085716,2341993,1213508,
256,cold,True,1680266,1.128587,4229947,1734737,
256,cold,True,821498,1.132596,3288592,864017,
256,cold,True,1271552,0.939429,2316809,1329560,
256,cold,True,907138,1.147506,2167138,965121,
256,cold,True,1534602,1.188599,2916646,1660535,
256,cold,True,1164343,1.068998,2350657,1211934,
256,cold,True,936217,1.178558,2191939,985951,
256,cold,True,819571,1.195277,3341920,860504,
256,cold,True,873565,1.1261,3428173,923996,
256,cold,True,877592,1.168465,2155095,929892,
256,cold,True,928610,1.159498,2218392,1002953,
256,cold,True,1467192,1.195724,2758550,1512530,
1024,cold,True,972922,1.082413,2172675,1024287,
1024,cold,True,958561,1.162636,2215512,1021216,
1024,cold,True,1062791,1.22653,4433879,1108105,
1024,cold,True,1990452,1.325229,4412835,2033809,
1024,cold,True,748831,1.069888,1893743,795336,
1024,cold,True,929482,1.219927,3566798,977196,
1024,cold,True,959463,1.154427,2227489,1009397,
1024,cold,True,1613274,1.193752,2924455,1660183,
1024,cold,True,882645,1.064072,2064017,935552,
1024,cold,True,945112,0.93842,2015746,1007899,
1024,cold,True,992229,1.021118,2139825,1050897,
1024,cold,True,5107395,1.076712,6276971,5150343,
1024,cold,True,766203,1.119764,3004098,796218,
1024,cold,True,818641,1.162258,3274639,866906,
1024,cold,True,783078,1.202648,3099268,824104,
1024,cold,True,823452,1.310661,3468257,872048,
1024,cold,True,768548,1.170007,2039569,813879,
1024,cold,True,1022138,1.354293,2445399,1064366,
1024,cold,True,961097,1.207624,2289177,1020151,
1024,cold,True,1037387,1.272516,2395068,1083009,
1024,cold,True,938467,1.186408,2239009,997847,
1024,cold,True,1126841,1.178746,2393920,1186407,
1024,cold,True,857087,0.976868,1948891,911674,
1024,cold,True,865234,0.945458,1935007,919546,
1024,cold,True,731000,1.126174,1934099,773824,
1024,cold,True,1779281,1.051332,2983951,1866160,
1024,cold,True,979866,1.07756,2181116,1063996,
1024,cold,True,1419663,1.534257,3129851,1491283,
1024,cold,True,921596,0.917278,1961987,966885,
1024,cold,True,981875,1.197689,2380219,1082869,
1024,cold,True,1492279,1.001501,2585294,1534511,
1024,cold,True,937988,1.104742,2142168,1001660,
1024,cold,True,887655,1.309503,3229697,949257,
1024,cold,True,933804,1.248278,2295388,991599,
1024,cold,True,1024341,1.109283,2261464,1095690,
1024,cold,True,1515594,1.269065,2843662,1549052,
1024,cold,True,923826,1.174786,3377148,979996,
1024,cold,True,1001094,1.113926,2224733,1048225,
1024,cold,True,976523,1.1076,2201940,1029956,
1024,cold,True,894427,1.145509,2137546,938817,
1024,cold,True,1148606,1.189144,3857099,1204746,
1024,cold,True,839981,1.046782,3544115,881535,
1024,cold,True,932425,0.997873,2055554,998450,
1024,cold,True,875317,1.269892,2237682,926522,
1024,cold,True,983694,1.073166,2188255,1044006,
1024,cold,True,801112,1.234484,3331079,846751,
1024,cold,True,808866,1.101571,2021134,853331,
1024,cold,True,1187311,1.548737,2873144,1266488,
1024,cold,True,742271,1.315284,3346043,783614,
1024,cold,True,989669,1.340181,3806505,1047384,
1024,cold,True,974266,0.959684,2052822,1040559,
1024,cold,True,1901219,1.136203,3154035,1948293,
1024,cold,True,913060,1.225766,2250694,962131,
1024,cold,True,1083201,1.173524,2364001,1152983,
1024,cold,True,831422,1.184162,3732909,871955,
1024,cold,True,856979,1.100984,2072328,911662,
1024,cold,True,1021670,1.199103,3805163,1130758,
1024,cold,True,1060380,1.158277,2334191,1126544,
1024,cold,True,1013404,1.308662,2481688,1106665,
1024,cold,True,927999,1.234717,3685683,994926,
1024,cold,True,875571,1.029919,2026883,930645,
1024,cold,True,1024803,1.149254,2292585,1082735,
1024,cold,True,890838,1.030639,2039264,943646,
1024,cold,True,808073,1.241328,3322177,856279,
1024,cold,True,846289,1.199744,2123889,893583,
1024,cold,True,888296,1.20611,2270548,976202,
1024,cold,True,973168,1.098915,2164799,1038178,
1024,cold,True,811847,1.235938,2137965,845256,
1024,cold,True,736310,1.332143,2145800,784093,
1024,cold,True,809009,1.144274,2087909,858801,
1024,cold,True,1036748,1.009969,2188425,1106419,
1024,cold,True,859280,1.287196,3528139,924491,
1024,cold,True,1361572,1.041991,2546158,1434002,
1024,cold,True,1312736,1.160729,4383066,1368362,
1024,cold,True,982273,1.25456,2374471,1041136,
1024,cold,True,1321351,1.050655,2488546,1387354,
1024,cold,True,761719,1.222677,2075805,809557,
1024,cold,True,1400217,0.947198,2460703,1452053,
1024,cold,True,1143524,1.177091,2402290,1198342,
1024,cold,True,1079864,1.233134,2382828,1123842,
1024,cold,True,1009483,1.234664,2335098,1064928,
1024,cold,True,1040296,1.188482,2352009,1120206,
1024,cold,True,1138896,1.339532,3636435,1187530,
1024,cold,True,1458800,1.229271,3773682,1496550,
1024,cold,True,721785,1.186487,1992685,764890,
1024,cold,True,1487992,1.152666,2749024,1530490,
1024,cold,True,921689,1.238919,3421465,984812,
1024,cold,True,888089,1.154823,3391723,930943,
1024,cold,True,1575124,0.911563,2647768,1637991,
1024,cold,True,795515,1.130671,3453000,856043,
1024,cold,True,1000555,1.232487,3745737,1076566,
1024,cold,True,2078877,1.297771,3496071,2133007,
1024,cold,True,828074,1.152689,3061432,860942,
1024,cold,True,1011672,1.245767,2371007,1057706,
1024,cold,True,658703,1.249426,1991173,692241,
1024,cold,True,1015592,1.166856,2300808,1081716,
1024,cold,True,869508,1.119502,2109023,921999,
1024,cold,True,838581,1.21057,3399556,892935,
1024,cold,True,1632088,1.013367,2784486,1692275,
1024,cold,True,692063,0.943714,1727263,732633,
1024,cold,True,1080326,1.178792,3647517,1129689,
1024,cold,True,830424,1.228521,2192452,907799,
1024,cold,True,794946,1.210514,2132767,852552,
1024,cold,True,776529,1.257838,3105560,804749,
1024,cold,True,881814,1.048729,2040103,932030,
1024,cold,True,858109,1.189155,3350458,905211,
1024,cold,True,951018,1.207903,3300156,993751,
1024,cold,True,844946,0.996049,1974635,881943,
1024,cold,True,1118069,1.117561,2386151,1197352,
1024,cold,True,862759,1.3902,3575549,914749,
1024,cold,True,849211,1.152393,3296875,894495,
1024,cold,True,1012357,1.207319,3451025,1055932,
1024,cold,True,1037068,1.136042,2331209,1109850,
1024,cold,True,788083,1.12283,2009276,842190,
1024,cold,True,827746,1.190588,2091922,874144,
1024,cold,True,939544,1.294124,2305622,981920,
1024,cold,True,1453401,1.074619,2607989,1490895,
1024,cold,True,1174062,0.935557,2301246,1255333,
1024,cold,True,853005,1.219615,2167266,894201,
1024,cold,True,1110621,1.250293,3832872,1164074,
1024,cold,True,703549,1.179812,1968713,759761,
1024,cold,True,724218,1.174191,2036567,779886,
1024,cold,True,1200617,1.146415,2435014,1246947,
1024,cold,True,1051849,1.246116,2455832,1112208,
1024,cold,True,1510823,1.228444,2815701,1551617,
1024,cold,True,853229,1.140752,2127963,913571,
1024,cold,True,978220,1.093493,2222880,1058427,
1024,cold,True,904586,1.256767,2344463,1024869,
1024,cold,True,946264,1.145721,3615995,1103071,
1024,cold,True,1791171,1.021233,2959262,1846470,
1024,cold,True,856789,1.180496,2142078,917286,
1024,cold,True,928353,1.578825,3856803,975652,
1024,cold,True,1709856,1.096302,4351274,1762960,
1024,cold,True,832058,0.887256,1873969,877161,
1024,cold,True,1534956,1.044307,2699847,1606397,
1024,cold,True,1057703,1.055631,2266454,1153703,
1024,cold,True,839082,1.087036,3291627,888686,
1024,cold,True,998016,1.207135,2312539,1042800,
1024,cold,True,973023,1.120277,2186107,1023926,
1024,cold,True,959461,1.099679,2159828,1012846,
1024,cold,True,1191347,1.086627,2373022,1238966,
1024,cold,True,1833129,1.059872,4395599,1892269,
1024,cold,True,991233,1.11126,2226828,1041710,
1024,cold,True,851387,1.122368,2047219,893070,
1024,cold,True,1120748,1.056327,2297039,1179405,
1024,cold,True,822994,1.410907,3419506,869296,
1024,cold,True,1943525,1.419963,5039077,1993083,
1024,cold,True,736567,1.174751,2037727,817870,
1024,cold,True,785309,1.041279,1929430,841460,
1024,cold,True,1899890,1.167411,3207538,1979198,
1024,cold,True,940181,1.166119,3517054,981629,
1024,cold,True,848361,1.105722,2070713,908414,
1024,cold,True,893327,1.264066,2238194,941404,
1024,cold,True,863296,1.219407,2185124,914045,
1024,cold,True,888076,1.211711,2230135,948557,
1024,cold,True,703871,1.033823,1837651,746906,
1024,cold,True,983322,1.125963,2222452,1036689,
1024,cold,True,911504,1.193044,3530176,960420,
1024,cold,True,838343,1.169725,3372639,880178,
1024,cold,True,825884,1.054681,1995841,884787,
1024,cold,True,834665,1.15954,3292077,876857,
1024,cold,True,940701,1.121506,2151140,997935,
1024,cold,True,1113973,1.025543,2246879,1174839,
1024,cold,True,1535283,0.966683,2600799,1587648,
1024,cold,True,752496,0.98597,1852288,797863,
1024,cold,True,877043,1.068013,2086594,929676,
1024,cold,True,1617739,1.140764,2867866,1669464,
1024,cold,True,5933268,1.217473,7283771,5996033,
1024,cold,True,981406,0.974065,2083660,1027763,
1024,cold,True,1140789,1.281016,2525185,1184036,
1024,cold,True,782410,1.243427,3345439,840125,
1024,cold,True,1609148,1.340226,3104573,1700717,
1024,cold,True,739530,1.172161,1997498,779396,
